25,2555,Nan,"92,571","2,132",2.3,North
26,2555,Bueng Kan,"57,188",636,1.11,East north
27,2555,Buri Ram,"230,459","3,865",1.68,East north
28,2555,Pathum Thani,"99,016",106,0.11,Center
29,2555,Prachuap Khiri Khan,"63,038",600,0.95,West
30,2555,Prachinburi,"77,553",230,0.3,East
31,2555,Pattani,"81,538","2,701",3.31,South
32,2555,Phra Nakhon Si Ayutthaya,"105,371",100,0.09,Center
33,2555,Phayao,"85,966","5,254",6.11,North
34,2555,Phangnga,"43,161",62,0.14,South
35,2555,Phatthalung,"95,814","2,288",2.39,South
36,2555,Phichit,"86,393","1,856",2.15,Center
37,2555,Phitsanulok,"130,351",933,0.72,Center
38,2555,Phetchaburi,"64,871","2,479",3.82,West
39,2555,Phetchabun,"162,054","1,802",1.11,Center
40,2555,Phrae,"87,421",524,0.6,North
41,2555,Phuket,"34,193","1,300",3.8,South
42,2555,Maha Sarakham,"166,165","5,646",3.4,East north
43,2555,Mukdahan,"59,003",549,0.93,East north
44,2555,Mae Hong Son,"42,239","6,572",15.56,North
45,2555,Yasothon,"92,656","1,006",1.09,East north
46,2555,Yala,"62,538",101,0.16,South
47,2555,Roi Et,"217,469","1,829",0.84,East north
48,2555,Ranong,"28,111",279,0.99,South
49,2555,Rayong,"55,562",10,0.02,East
50,2555,Ratchaburi,"116,178",88,0.08,West
51,2555,Lopburi,"116,423",466,0.4,Center
52,2555,Lampang,"131,909","1,677",1.27,North
53,2555,Lamphun,"79,496",748,0.94,North
54,2555,Loei,"108,370","1,363",1.26,East north
55,2555,Sisaket,"220,869","4,446",2.01,East north
56,2555,Sakon Nakhon,"191,584",792,0.41,East north
57,2555,Songkhla,"143,669",159,0.11,South
58,2555,Satun,"44,942",770,1.71,South
59,2555,Samut Prakan,"79,977",26,0.03,Center
60,2555,Samut Songkhram,"27,107",0,0,Center
61,2555,Samut Sakhon,"44,315",136,0.31,Center
62,2555,Sa Kaeo,"82,246",345,0.42,East
63,2555,Saraburi,"80,542",156,0.19,Center
64,2555,Sing Buri,"33,358",117,0.35,Center
65,2555,Sukhothai,"105,230","1,215",1.15,Center
66,2555,Suphan Buri,"150,621",100,0.07,Center
